Formation,Well UWI,"[lon,lat]",Geoscout Formation,Province,Area,Facility GOR (scf/bbl),Flare (%),Vent (%),Fuel (%),Well Age (yrs),Operator,2017 Prod Time (yrs),Depth (ft),Oil Production (bbl/day),Well GOR (scf/bbl),Well WOR (bbl/bbl),Gas production (scf/day),Cum Gas Prod (BOE),Cum Oil Prod (bbl),Cum BOE (2017),Formation BOE (2017),Drill & Dev Emissions (gCO2e/MJ),WTR Emissions (gCO2e/MJ-crude),WTR - No Allocation (gCO2e/MJ-crude),2017 Emissions (MtCO2e) - Oil Allocation,2017 Emissions (MtCO2e) - No Allocation
Beaverhill (AB),100041805826W500,,Kwilrich,AB,LELAND,2393843.169,2.5873,0,0.1125,0.417,,0.417,9985.23654,3.652,823456.256,0,3007262.247,76286.72505,555.85266,76842.57771,6455425.939,0.236463845,4.832016794,4.867224615,,
Beaverhill (AB),100051805826W500,,Kwilrich,AB,LELAND,2385385.487,2.4275,0,0.1114,0.417,,0.417,9957.677484,1.299,5324675.171,0,6916753.047,175460.7329,197.714295,175658.4472,6455425.939,0.243015073,4.685700336,4.69098032,,
Beaverhill (AB),100121805826W500,,Kwilrich,AB,LELAND,2335441.171,0.0447,0,0.1119,0.417,,0.417,9947.50688,1.774,344180.956,0,610577.0159,15488.81245,270.01167,15758.82412,6455425.939,0.267245842,2.80664894,2.855576381,,
Beaverhill (AB),102131805826W500,,Kwilrich,AB,LOVETT RIVER,2371437.008,2.1614,0,0.1095,0.417,,0.417,9918.307404,2.998,2549949.666,0,7644749.099,193928.1728,456.31059,194384.4834,6455425.939,0.266714046,4.384048074,4.394363685,,
Beaverhill (AB),100031204719W502,,Kwilrich,AB,MINEHEAD,21768135.75,0,0.0025,0.0206,0.5,,0.5,10421.91634,0.389,12253366.08,0,4766559.404,144982.8485,70.9925,145053.841,6455425.939,0.253934947,2.725084423,2.726418791,,
Beaverhill (AB),100012204919W502,,Kwilrich,AB,MINEHEAD,44092333.28,0,0,0.0653,0.5,,0.5,10465.22343,0.083,10270802.16,186.708,852476.5792,25929.49595,15.1475,25944.64345,6455425.939,0.265553933,2.911004542,2.912705093,,
Beaverhill (AB),100132604919W500,,Kwilrich,AB,MINEHEAD,29625798.22,0.0012,0.006,0.2047,0.5,,0.5,10264.76411,1.658,2562969.272,0,4249403.053,129252.6762,302.585,129555.2612,6455425.939,0.279757577,2.895173458,2.90195116,,
Beaverhill (AB),100053504919W500,,Kwilrich,AB,MINEHEAD,30101399.65,0,0.006,0.2047,0.5,,0.5,10236.2208,0.017,325650985.2,0,5536066.749,168388.6969,3.1025,168391.7994,6455425.939,0.244170881,2.8603809,2.860433601,,
Beaverhill (AB),100033304920W500,,Kwilrich,AB,MINEHEAD,403939656.7,0,0,0.1039,0.5,,0.5,10824.8035,0.034,10654328.41,106.8,362247.166,11018.3513,6.205,11024.5563,6455425.939,0.253821715,3.479540713,3.481500221,,
Beaverhill (AB),100033604920W502,,Kwilrich,AB,NITON,403939656.7,0,0,0.1039,0.5,,0.5,10486.54889,0.114,3068822.525,23.606,349845.7679,10641.14211,20.805,10661.94711,6455425.939,0.242282427,2.961415404,2.967205407,,
Beaverhill (AB),102021505413W500,,Kwilrich,AB,NITON,199186.7308,0,0,0.001,0.5,,0.5,6441.273172,2.726,199188.171,7.485,542986.9541,16515.85319,497.495,17013.34819,6455425.939,0.251462794,2.293186446,2.362262429,,
Beaverhill (AB),100041005513W502,,Kwilrich,AB,NOSEHILL,64223.76575,0,0,0.7709,0.5,,0.5,6304.790228,12.218,58753.298,1.946,717847.795,21834.5371,2229.785,24064.3221,6455425.939,0.509494936,4.27251791,4.708835671,,
Beaverhill (AB),100012705520W500,,Kwilrich,AB,NOSEHILL,2740447.671,0,0,0.3777,0.5,,0.5,8929.462228,0.055,5480934.979,74.688,301451.4238,9169.147475,10.0375,9179.184975,6455425.939,0.258987616,3.148480578,3.151927231,,
Beaverhill (AB),100042705520W500,,Kwilrich,AB,PECO,3689910.41,0,0,0.4032,0.5,,0.5,8977.690576,0.034,7379874.19,198.5,250915.7225,7632.019891,6.205,7638.224891,6455425.939,0.226779468,3.11360643,3.11613786,,
Beaverhill (AB),100013404616W502,,Kwilrich,AB,PINE CREEK,49460.3438,0,0,1.2467,0.5,,0.5,10685.03971,0.596,49460.701,14.156,29478.5778,896.6400746,108.77,1005.410075,6455425.939,0.362956653,4.098247927,4.595399949,,
Beaverhill (AB),100081905519W503,,Kwilrich,AB,PINE CREEK,12992167.82,0,0,0.3187,0.5,,0.5,8811.023904,0.014,25984523.55,346.75,363783.3297,11065.07628,2.555,11067.63128,6455425.939,0.256518019,3.034363538,3.035064192,,
Beaverhill (AB),100042805519W500,,Kwilrich,AB,PINE CREEK,44513.48461,0,0.4878,1.8118,0.5,,0.5,8560.367728,0.624,44513.807,4.89,27776.61557,844.8720569,113.88,958.7520569,6455425.939,0.368522711,6.938727426,7.873995995,,
Beaverhill (AB),100012905519W500,,Kwilrich,AB,PINE CREEK,328128.1971,0,0,0.6448,0.5,,0.5,8631.561956,0.476,656261.14,14.341,312380.3026,9501.567539,86.87,9588.437539,6455425.939,0.256926452,3.131848512,3.160482069,,
Beaverhill (AB),100133305519W500,,Kwilrich,AB,PINE CREEK,19639845.73,0,0,0.4074,0.5,,0.5,8591.207624,0.014,39279975.53,659.5,549919.6574,16726.72291,2.555,16729.27791,6455425.939,0.250864884,3.035860134,3.03632386,,
Beaverhill (AB),100013305902W600,,Kwilrich,AB,SIMONETTE,819659.0605,0,0,0.7373,0.5,,0.5,10598.09745,0.069,14369812.09,0,991517.0341,30158.64312,12.5925,30171.23562,6455425.939,0.270126937,3.203371686,3.204709228,,
Beaverhill (AB),100031406227W500,,Kwilrich,AB,SMOKY,230407.4891,0,0.0132,4.7394,0.5,,0.5,8403.87166,1.868,281021.727,1.596,524948.586,15967.18616,340.91,16308.09616,6455425.939,0.2537561,5.290256913,5.403207402,,
Beaverhill (AB),100121205902W600,,Kwilrich,AB,SUNDANCE,150831382.8,0.0275,0,0.2165,0.333,,0.333,10477.69062,0.662,6348834.488,0,4202928.431,85140.82269,80.46279,85221.28548,6455425.939,0.250263868,2.78030088,2.782928418,,
Beaverhill (AB),100082905423W500,,Kwilrich,AB,SUNDANCE,6304001.119,0.0035,0,0.2182,0.5,,0.5,10799.21294,0.152,11258233.28,0,1711251.458,52050.56519,27.74,52078.30519,6455425.939,0.280824083,3.070516778,3.072153189,,
Beaverhill (AB),103153605424W500,,Kwilrich,AB,SUNDANCE,6304001.119,0.0035,0,0.2182,0.333,,0.333,10210.63025,1.437,2908056.976,0,4178877.875,84653.61854,174.660165,84828.27871,6455425.939,0.283145502,2.992172201,2.99834575,,
Beaverhill (AB),100010505520W500,,Kwilrich,AB,SUNDANCE,62226472.04,0.0072,0,0.3278,0.333,,0.333,9390.748332,0.041,69408098.55,552.25,2845732.041,57647.41681,4.983345,57652.40016,6455425.939,0.261678959,3.172256518,3.172530745,,
Beaverhill (AB),100161705520W500,,Kwilrich,AB,SUNDANCE,62226472.04,0.0072,0,0.3278,0.333,,0.333,9215.551476,0.233,13193265.65,186.4,3074030.897,62272.18089,28.319985,62300.50087,6455425.939,0.277266038,3.190358125,3.191809028,,
Beaverhill (AB),100160205521W500,,Kwilrich,AB,SUNDANCE,2411205.414,0.0249,0,0.4463,0.5,,0.5,9167.979296,0.186,3560509.397,37.259,662254.7478,20143.58191,33.945,20177.52691,6455425.939,0.292737721,3.08116457,3.086356801,,
Beaverhill (AB),102040405521W500,,Kwilrich,AB,SUNDANCE,2411205.414,0.0249,0,0.4463,0.5,,0.5,9182.086908,0.107,4479571.897,48.645,479314.193,14579.14004,19.5275,14598.66754,6455425.939,0.225410244,3.274194607,3.278580108,,
Beaverhill (AB),103090405521W500,,Kwilrich,AB,SUNDANCE,44980807.23,0.0016,0,0.3165,0.5,,0.5,8792.6512,0.117,1064963.854,145.794,124600.7709,3789.940115,21.3525,3811.292615,6455425.939,0.266715343,3.024127173,3.041165088,,
Beaverhill (AB),103040505521W500,,Kwilrich,AB,SUNDANCE,2411205.414,0.0249,0,0.4463,0.5,,0.5,9131.561972,0.258,1953667.851,24.667,504046.3056,15331.40846,47.085,15378.49346,6455425.939,0.228616855,3.308915139,3.319077302,,
Beaverhill (AB),100130505522W500,,Kwilrich,AB,WAPITI,121047756.4,0.0203,0,0.2268,0.333,,0.333,9654.527868,0.062,69534427.81,0,4311134.524,87332.80762,7.53579,87340.34341,6455425.939,0.268403314,3.008388358,3.008647946,,
Beaverhill (AB),100053605215W500,,Kwilrich,AB,WESTPEM,162818.0341,0.0235,0,9.6631,0.5,,0.5,7401.57504,1.358,172500.35,2.234,234255.4753,7125.270707,247.835,7373.105707,6455425.939,0.280436153,8.704040489,9.006789109,,
Beaverhill (AB),100153605215W500,,Kwilrich,AB,WHITEHORSE,162818.0341,0.0235,0,9.6631,0.5,,0.5,7396.325696,1.572,102565.563,1.947,161233.065,4904.172395,286.89,5191.062395,6455425.939,0.330906038,8.684575602,9.19261604,,
Beaverhill (AB),100130505015W500,,Kwilrich,AB,WILD RIVER,454194452.3,0,0,0.0718,0.333,,0.333,8734.252248,0.01,163411098.9,3064,1634110.989,33103.00336,1.21545,33104.21881,6455425.939,0.239897682,2.687183671,2.687282337,,
Beaverhill (AB),100051707801W600,,Mdebolt,AB,DUNVEGAN,93218.67025,0.0215,0.083,1.0718,0.5,,0.5,5474.409624,1.306,88678.617,6.823,115814.2738,3522.684161,238.345,3761.029161,6529.952924,0.914372684,4.139983956,4.420095494,,
Beaverhill (AB),100161607726W500,,Mdebolt,AB,NORMANDVILLE,93218.67025,0.0215,0.083,1.0718,0.5,,0.5,5406.82432,1.637,49609.719,8.128,81211.11,2470.171263,298.7525,2768.923763,6529.952924,0.93018593,4.28129098,4.799087621,,
Beaverhill (AB),100022805108W500,,Mpekisko,AB,COUNTESS,2259.595091,2.2722,0.7831,9.7544,0.5,,0.5,6253.28104,4.815,50174.004,3.321,241587.8293,7348.296473,878.7375,8227.033973,127014.2093,1.089957291,15.88539605,17.78503269,,
Beaverhill (AB),102052802017W400,,Mpekisko,AB,COUNTESS,4876.341872,0,0,4.88,0.5,,0.5,3927.16548,1.992,9752.754,0.7,19427.48597,590.9193649,363.54,954.4593649,127014.2093,1.282310776,6.778100952,10.94806215,,
Beaverhill (AB),102143002116W400,,Mpekisko,AB,ENTICE,469219.5439,0,0,4.95,0.5,,0.5,3979.65892,0.627,79838.853,1.32,50058.96083,1522.626725,114.4275,1637.054225,127014.2093,0.900950327,6.881243798,7.398378767,,
Beaverhill (AB),100130302726W402,,Mpekisko,AB,ENTICE,122914.0593,0,0,0,0.5,,0.5,4277.151,0.383,245829.896,5.48,94152.85017,2863.815859,69.8975,2933.713359,127014.2093,1.01463755,3.8975097,3.99263669,,
Beaverhill (AB),100101102726W400,,Mpekisko,AB,ENTICE,117608.3295,0,0,0,0.5,,0.5,6178.477888,0.389,235218.36,3.54,91499.94204,2783.123237,70.9925,2854.115737,127014.2093,1.069459036,3.973213175,4.074562743,,
Beaverhill (AB),102033502726W402,,Mpekisko,AB,GHOST PINE,119249.0695,0,0,0,0.5,,0.5,6130.24954,0.079,238499.864,7.22,18841.48926,573.0952982,14.4175,587.5127982,127014.2093,0.876406953,4.331994766,4.440975829,,
Beaverhill (AB),100060903022W400,,Mpekisko,AB,HARO,17753.72975,0,0.1454,5.2708,0.5,,0.5,4895.997532,2.998,17753.858,0.697,53226.06628,1618.959516,547.135,2166.094516,127014.2093,1.210732361,7.472260724,9.997546458,,
Beaverhill (AB),102161603502W500,,Mpekisko,AB,MARKERVILLE,107179.107,0,0,1.3449,0.5,,0.5,7531.496304,1.551,114376.322,0,177397.6754,5395.845961,283.0575,5678.903461,127014.2093,1.04064314,5.240016243,5.514899164,,
Beaverhill (AB),100152103502W500,,Mpekisko,AB,MARKERVILLE,194816.4945,0,0.0156,0.9477,0.5,,0.5,7402.231208,0.617,265330.638,1.654,163709.0036,4979.482194,112.6025,5092.084694,127014.2093,0.9791455,5.087374558,5.20241686,,
Beaverhill (AB),100102903502W500,,Mpekisko,AB,MARKERVILLE,194816.4945,0,0.0156,0.9477,0.5,,0.5,7435.695776,0.703,240135.67,0.265,168815.376,5134.80102,128.2975,5263.09852,127014.2093,0.932868407,4.698328949,4.815720812,,
Beaverhill (AB),100083003502W500,,Mpekisko,AB,MARKERVILLE,108604.4708,0,0.0019,0.7723,0.5,,0.5,7492.126224,2.736,123585.578,0.356,338130.1414,10284.7918,499.32,10784.1118,127014.2093,0.992221669,5.117905953,5.366376982,,
Beaverhill (AB),100103103502W500,,Mpekisko,AB,MARKERVILLE,108604.4708,0,0.0019,0.7723,0.5,,0.5,7471.785016,1.53,127492.645,0.284,195063.7469,5933.188967,279.225,6212.413967,127014.2093,1.002024179,5.160467643,5.403327189,,
Beaverhill (AB),100112503503W500,,Mpekisko,AB,MARKERVILLE,108604.4708,0,0.0019,0.7723,0.5,,0.5,7826.44382,2.771,117544.167,1.214,325714.8868,9907.161139,505.7075,10412.86864,127014.2093,1.000663088,5.629765368,5.91713473,,
Beaverhill (AB),100070403602W500,,Mpekisko,AB,MARKERVILLE,108604.4708,0,0.0019,0.7723,0.5,,0.5,7273.950364,1.672,100554.033,0.32,168126.3432,5113.842938,305.14,5418.982938,127014.2093,0.985932139,4.677478036,4.956580399,,
Beaverhill (AB),102030603602W502,,Mpekisko,AB,MARKERVILLE,108604.4708,0,0.0019,0.7723,0.5,,0.5,7442.257456,0.582,119103.319,0.669,69318.13166,2108.426505,106.215,2214.641505,127014.2093,1.041787483,4.524989145,4.752941943,,
Beaverhill (AB),100110203603W502,,Mpekisko,AB,PEMBINA,108604.4708,0,0.0019,0.7723,0.5,,0.5,7647.309956,1.792,32316.534,2.548,57911.22893,1761.466547,327.04,2088.506547,127014.2093,1.252475746,4.981134013,5.905948663,,
Beaverhill (AB),100033104303W502,,Mpekisko,AB,PREVO,787669.6543,0,0,1.7454,0.5,,0.5,6865.813868,0.031,2986984.989,7.889,92596.53466,2816.477929,5.6575,2822.135429,127014.2093,0.860127348,5.546903353,5.558045499,,
Beaverhill (AB),100120703901W500,,Mpekisko,AB,PRINCESS,41263.11891,0,0,0.0265,0.5,,0.5,6700.787616,21.275,41263.417,0.053,877879.1967,26702.1589,3882.6875,30584.8464,127014.2093,1.154432581,4.040419404,4.627925679,,
Beaverhill (AB),100120201911W400,,Mpekisko,AB,PRINCESS,3340.376807,0.34,0,14.12,0.5,,0.5,3290.026352,43.712,1678.237,6.25,73359.09574,2231.339162,7977.44,10208.77916,127014.2093,1.953238987,9.051637336,41.41287357,,
Beaverhill (AB),102011101911W400,,Mpekisko,AB,PRINCESS,3340.376807,0.34,0,14.12,0.5,,0.5,3262.467296,8.771,5418.287,43.2,47523.79528,1445.51544,1600.7075,3046.22294,127014.2093,1.764940562,11.94452541,25.17142765,,
Beaverhill (AB),102101201912W400,,Mpekisko,AB,RAINBOW SOUTH,3340.376807,0.34,0,14.12,0.5,,0.5,3461.2862,4.825,1171.052,2.93,5650.3259,171.8640795,880.5625,1052.426579,127014.2093,2.038133176,9.033328586,55.31647529,,
Beaverhill (AB),102031702822W400,,Mpekisko,AB,ROWLEY,1073468.142,0,0,5.46,0.5,,0.5,5099.081528,0.01,2880306.953,0,28803.06953,876.0933649,1.825,877.9183649,127014.2093,0.855929081,6.780330223,6.794454405,,
Beaverhill (AB),100013403120W400,,Mpekisko,AB,SYLVAN LAKE,738698.2576,0,0.0019,0.9949,0.5,,0.5,4593.176,4.677,24597.639,0.028,115043.1576,3499.229377,853.5525,4352.781877,127014.2093,1.065972421,4.704582898,5.852152279,,
Beaverhill (AB),100060803703W500,,Mpekisko,AB,TWINING,4797.608665,0.3658,0,3.9638,0.5,,0.5,7807.743032,1.024,43555.944,23.896,44601.28666,1356.622469,186.88,1543.502469,127014.2093,1.168948599,7.050592406,8.02183882,,
Beaverhill (AB),100041306606W600,,TRchly_lk,AB,ELMWORTH,693363.0249,0,0.0087,3.4697,0.5,,0.5,9280.840192,4.367,106075.36,0.501,463231.0971,14089.94587,796.9775,14886.92337,462091.6676,0.918067844,6.025712333,6.366548075,,
Beaverhill (AB),100042706906W600,,TRchly_lk,AB,GORDONDALE,82305.97842,0,0,0.0924,0.5,,0.5,7383.53042,3.819,164613.147,0.239,628657.6084,19121.66892,696.9675,19818.63642,462091.6676,0.895174234,3.64135572,3.774079835,,
Beaverhill (AB),100063007203W600,,TRchly_lk,AB,MIRAGE,22503.53275,0.1909,0,4.4839,0.5,,0.5,5741.47,6.121,23128.749,2.642,141571.0726,4306.120126,1117.0825,5423.202626,462091.6676,1.106130506,6.281280498,7.910753972,,
Beaverhill (AB),100020207812W600,,TRchly_lk,AB,POUCE COUPE SOUTH,19264.45855,0,0,4.1935,0.5,,0.5,6158.464764,3.353,38529.196,0.146,129188.3942,3929.480323,611.9225,4541.402823,462091.6676,1.114996035,6.846606764,7.91280188,,
Beaverhill (AB),102080307812W600,,TRchly_lk,AB,PROGRESS,28917.96977,0,0,0.001,0.5,,0.5,6401.246924,1.03,57836.358,0.298,59571.44874,1811.964899,187.975,1999.939899,462091.6676,1.065698517,4.166826658,4.599097305,,
Beaverhill (AB),102123207808W600,,TRchly_lk,AB,VALHALLA,69779.17777,0,0,0.001,0.5,,0.5,5093.832184,12.621,69779.682,2.478,880689.3665,26787.6349,2303.3325,29090.9674,462091.6676,0.981429274,3.743362688,4.065235409,,
Beaverhill (AB),102162807409W600,,TRchly_lk,AB,VALHALLA,31284.45247,0,0,5.0975,0.5,,0.5,6817.257436,1.317,62569.357,0.264,82403.84317,2506.45023,240.3525,2746.80273,462091.6676,1.024398275,6.818217388,7.472040702,,
Beaverhill (AB),100023307507W600,,TRchly_lk,AB,VALHALLA,8320.699013,0,0,4.1057,0.5,,0.5,5652.88732,33.155,34284.282,3.54,1136695.37,34574.48416,6050.7875,40625.27166,462091.6676,1.158981787,6.744786804,7.925173806,,
Beaverhill (AB),100043307507W600,,TRchly_lk,AB,VALHALLA,8321.906168,0,0,4.0713,0.5,,0.5,5660.433252,45.063,18017.069,1.744,811903.1803,24695.3884,8223.9975,32919.3859,462091.6676,1.115248028,6.209817442,8.277795572,,
Beaverhill (AB),100011107607W602,,TRchly_lk,AB,VALHALLA,8323.087709,0,0,4.0376,0.5,,0.5,5399.934556,9.967,20056.977,3.342,199907.8898,6080.531647,1818.9775,7899.509147,462091.6676,1.074947984,5.586929914,7.258247554,,
Cardium (AB),102081107607W600,,TRchly_lk,AB,VALHALLA,8324.244442,0,0,4.0046,0.5,,0.5,5383.202272,6.679,11834.767,3.191,79044.40879,2404.267434,1218.9175,3623.184934,462091.6676,1.255297002,5.840901132,8.802126038,,
Cardium (AB),100011407607W602,,TRchly_lk,AB,VALHALLA,8325.377142,0,0,3.9723,0.5,,0.5,5346.784948,6.383,11711.301,3.452,74753.23428,2273.744209,1164.8975,3438.641709,462091.6676,1.249557682,6.064032649,9.170792171,,
Cardium (AB),100041507607W600,,TRchly_lk,AB,VALHALLA,8326.486548,0,0,3.9407,0.5,,0.5,5465.87944,16.929,9936.484,3.312,168214.7376,5116.531603,3089.5425,8206.074103,462091.6676,1.143821222,5.743260798,9.211244522,,
Cardium (AB),100131507607W600,,TRchly_lk,AB,VALHALLA,8327.573373,0,0,3.9097,0.5,,0.5,5400.26264,5.7,6405.57,2.966,36511.749,1110.565699,1040.25,2150.815699,462091.6676,2.37150937,9.562076961,18.51872903,,
Cardium (AB),100011607607W600,,TRchly_lk,AB,VALHALLA,8328.638299,0,0,3.8794,0.5,,0.5,5471.456868,17.536,1752.366,3.162,30729.49018,934.6886595,3200.32,4135.00866,462091.6676,1.878904241,6.506252653,28.78328606,,
Cardium (AB),100091807607W600,,TRchly_lk,AB,VALHALLA,8329.681981,0,0,3.8496,0.5,,0.5,5432.414872,33.999,7868.455,1.342,267519.6015,8137.054547,6204.8175,14341.87205,462091.6676,1.575268825,6.653036713,11.72623346,,
Cardium (AB),102161807607W600,,TRchly_lk,AB,VALHALLA,8330.705049,0,0,3.8205,0.5,,0.5,5439.304636,15.485,7294.15,2.222,112949.9128,3435.559846,2826.0125,6261.572346,462091.6676,1.559992537,6.523718946,11.88998008,,
Cardium (AB),100161907607W602,,TRchly_lk,AB,VALHALLA,8331.708107,0,0,3.792,0.5,,0.5,5396.325632,6.259,31338.064,3.054,196144.9426,5966.075337,1142.2675,7108.342837,462091.6676,1.214309925,6.33181813,7.544110912,,
Cardium (AB),100022807607W602,,TRchly_lk,AB,VALHALLA,8335.53154,0,0,3.6832,0.5,,0.5,5398.294136,17.932,8292.996,2.286,148710.0043,4523.26263,3272.59,7795.85263,462091.6676,1.436383274,6.526341261,11.24816285,,
Cardium (AB),100103007607W600,,TRchly_lk,AB,VALHALLA,8338.215393,0,0,3.6069,0.5,,0.5,5625.328264,11.032,9052.522,2.893,99867.4227,3037.634107,2013.34,5050.974107,462091.6676,1.374810546,6.220430404,10.34332372,,
Cardium (AB),102053107607W600,,TRchly_lk,AB,VALHALLA,8339.077556,0,0,3.5824,0.5,,0.5,5617.126164,22.719,9142.517,3.355,207708.8437,6317.810663,4146.2175,10464.02816,462091.6676,1.346036359,6.228638982,10.31633539,,
Cardium (AB),100113107607W600,,TRchly_lk,AB,VALHALLA,8339.924219,0,0,3.5584,0.5,,0.5,5620.07892,8.813,2707.408,3.358,23860.3867,725.7534289,1608.3725,2334.125929,462091.6676,1.731368453,6.577251327,21.15337283,,
Cardium (AB),102163107607W600,,TRchly_lk,AB,VALHALLA,8340.755798,0,0,3.5348,0.5,,0.5,5383.530356,33.021,5418.318,3.961,178918.2787,5442.097643,6026.3325,11468.43014,462091.6676,1.676699859,6.539703553,13.78147514,,
Cardium (AB),100011707608W600,,TRchly_lk,AB,VALHALLA,4402.867277,3.2589,0,8.5019,0.5,,0.5,6089.567124,42.054,12107.215,2.736,509156.8196,15486.85326,7674.855,23161.70826,462091.6676,1.316134716,9.998682539,14.95375233,,
Cardium (AB),103080407707W600,,TRchly_lk,AB,VALHALLA,8342.092137,0,0,3.4873,0.5,,0.5,5346.12878,13.059,25247.328,1.748,329704.8564,10028.52271,2383.2675,12411.79021,462091.6676,1.261774423,6.437396054,7.967236214,,
Cardium (AB),100090907707W600,,TRchly_lk,AB,VALHALLA,8343.657998,0,0,3.443,0.5,,0.5,5636.48312,10.794,13808.915,3.325,149053.4285,4533.708451,1969.905,6503.613451,462091.6676,1.342755604,6.252526515,8.969261254,,
Cardium (AB),103121607707W602,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,6250.0002,1.961,43614.551,0.271,85528.13451,2601.480758,357.8825,2959.363258,462091.6676,0.904069661,5.52561582,6.285767975,,
Cardium (AB),103021707707W600,,TRchly_lk,AB,VALHALLA,8344.420933,0,0,3.4215,0.5,,0.5,5286.417492,23.753,16034.129,1.399,380858.6661,11584.4511,4334.9225,15919.3736,462091.6676,1.226601843,6.260371214,8.603013418,,
Cardium (AB),102061707707W600,,TRchly_lk,AB,VALHALLA,8345.170987,0,0,3.4003,0.5,,0.5,5867.78234,24.305,22370.158,0,543706.6902,16537.74516,4435.6625,20973.40766,462091.6676,1.049936354,5.058792668,6.415634046,,
Cardium (AB),100071707707W602,,TRchly_lk,AB,VALHALLA,4324.753939,0,0,0.001,0.5,,0.5,6112.20492,0.128,8649.57,8.135,1107.14496,33.6756592,23.36,57.0356592,462091.6676,1.370695913,16.4138811,27.79979815,,
Cardium (AB),100132207707W600,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,5180.44636,25.948,5862.217,1.366,152112.8067,4626.764538,4735.51,9362.274538,462091.6676,1.499733619,6.261717054,12.67060678,,
Cardium (AB),100082307707W600,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,5051.509348,9.685,16432.294,3.741,159146.7674,4840.714175,1767.5125,6608.226675,462091.6676,2.718691722,12.59666994,17.19615067,,
Cardium (AB),100082807707W600,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,5486.876816,3.464,16341.097,6.414,56605.56001,1721.75245,632.18,2353.93245,462091.6676,1.209799436,6.872823793,9.396335083,,
Cardium (AB),100162807707W600,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,5546.588104,6.824,15068.769,0.095,102829.2797,3127.723923,1245.38,4373.103923,462091.6676,1.394079513,6.677691992,9.336578856,,
Cardium (AB),102063407707W602,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,4946.850552,2.192,3319.343,3.186,7275.999856,221.3116623,400.04,621.3516623,462091.6676,1.655519492,7.52851122,21.13694738,,
Cardium (AB),100131307708W602,,TRchly_lk,AB,VALHALLA,8345.908485,0,0,3.3794,0.5,,0.5,5799.868952,18.256,5522.417,4.131,100817.2448,3066.524528,3331.72,6398.244528,462091.6676,2.427364578,9.262210056,19.32542338,,
Cardium (AB),102141407708W600,,TRchly_lk,AB,VALHALLA,8433.275145,0,0,0.9363,0.25,,0.25,5699.475248,52.069,9808.885,15.98,510738.8331,7767.48642,4751.29625,12518.78267,462091.6676,1.309224862,5.174627654,8.339897297,,
Cardium (AB),100082107708W600,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,6116.470012,19.724,13076.612,2.27,257923.0951,7845.160809,3599.63,11444.79081,462091.6676,1.325452343,6.091160879,8.885995296,,
Cardium (AB),100010307806W602,,TRchly_lk,AB,VALHALLA,8038.863858,0.4256,0,0.001,0.5,,0.5,4592.191748,63.97,12082.306,15.726,772905.1148,23509.19724,11674.525,35183.72224,462091.6676,1.327567825,4.832522658,7.232324149,,
Cardium (AB),100131007807W600,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,4828.740312,7.655,5043.311,1.184,38606.54571,1174.282432,1397.0375,2571.319932,462091.6676,1.56304535,6.863254773,15.0284321,,
Cardium (AB),100162007807W600,,TRchly_lk,AB,VALHALLA,8319.465402,0,0,4.1409,0.5,,0.5,4815.288868,11.763,20097.854,5.103,236411.0566,7190.836305,2146.7475,9337.583805,462091.6676,1.203722613,6.178296496,8.022761033,,
Cardium (AB),100133407807W602,,TRchly_lk,AB,VALHALLA,54099.17099,0.0282,0,0.6097,0.5,,0.5,4523.950276,5.563,111252.535,3.297,618897.8522,18824.80967,1015.2475,19840.05717,462091.6676,0.972799429,5.032928349,5.304360996,,
Cardium (AB),100132107808W602,,TRchly_lk,AB,WEMBLEY,18089.19314,0,0,0.001,0.5,,0.5,5095.14452,17.029,18089.324,0.801,308043.0984,9369.644243,3107.7925,12477.43674,462091.6676,1.143700924,3.656671625,4.869543359,,
Cardium (AB),100022507210W600,,TRchly_lk,AB,WORSLEY,45519.96338,0,0,0.4077,0.5,,0.5,7964.895268,0.417,45520.293,0.521,18981.96218,577.3680163,76.1025,653.4705163,462091.6676,1.056487605,5.073116908,5.741801124,,
Cardium (AB),100021607403W600,,TRdoig,AB,KAKUT,89336.34161,0,0,0.4995,0.5,,0.5,5042.979164,0.576,110813.364,19,63828.49766,1941.450137,105.12,2046.570137,75822.23806,0.361479955,3.5101376,3.70019433,,
Cardium (AB),100042807403W600,,TRdoig,AB,KAKUT,37265.10537,1.6291,0,16.8134,0.5,,0.5,5235.892556,2.992,61411.67,4.485,183743.7166,5588.871381,546.04,6134.911381,75822.23806,0.467296479,17.55436479,19.26944906,,
Cardium (AB),100033307403W600,,TRdoig,AB,KAKUT,89336.34161,0,0,0.4995,0.25,,0.25,5311.023792,0.29,421231.19,26.214,122157.0451,1857.805061,26.4625,1884.267561,75822.23806,0.314869727,3.214539538,3.260327309,,
