Formation,Well UWI,"[lon,lat]",Geoscout Formation,Province,Area,Facility GOR (scf/bbl),Flare (%),Vent (%),Fuel (%),Well Age (yrs),Operator,2017 Prod Time (yrs),Depth (ft),Oil Production (bbl/day),Well GOR (scf/bbl),Well WOR (bbl/bbl),Gas production (scf/day),Cum Gas Prod (BOE),Cum Oil Prod (bbl),Cum BOE (2017),Formation BOE (2017),Drill & Dev Emissions (gCO2e/MJ),WTR Emissions (gCO2e/MJ-crude),WTR - No Allocation (gCO2e/MJ-crude),2017 Emissions (MtCO2e) - Oil Allocation,2017 Emissions (MtCO2e) - No Allocation
Cardium (AB),100011507510W600,,TRdoig_L,AB,VALHALLA,575889.8104,0.01,0,0.0929,0.5,,0.5,7257.546164,10.405,93109.183,2.071,968801.0491,29467.69858,1898.9125,31366.61108,362724.0977,0.430281896,3.092968255,3.292280599,,
Cardium (AB),103133207711W600,,TRdoig_L;TRmontney,AB,POUCE COUPE SOUTH,575889.8104,0.01,0,0.0929,0.5,,0.5,7145.66952,5.487,82727.674,0,453926.7472,13806.93856,1001.3775,14808.31606,37531.61176,0.437057397,3.13617653,3.363634384,,
Cardium (AB),100130207713W600,,TRdoig_L;TRmontney,AB,POUCE COUPE SOUTH,109775.376,0,0,0.6187,0.5,,0.5,6587.598636,4.163,173454.061,4.409,722089.2559,21963.5482,759.7475,22723.2957,37531.61176,0.379710584,2.979671266,3.082741944,,
Cardium (AB),100030908613W600,,TRhalfway,AB,BOUNDARY LAKE SOUTH,575889.8104,0.01,0,0.0929,0.5,,0.5,7495.407064,0.248,213590.014,0,52970.32347,1611.180672,45.26,1656.440672,138476.83,0.360317277,3.762917709,3.868622586,,
Cardium (AB),100050908613W600,,TRhalfway,AB,BOUNDARY LAKE SOUTH,3567.821945,3.3274,0,31.477,0.5,,0.5,4511.155,9.947,1418.249,5.316,14107.3228,429.0977352,1815.3275,2244.425235,138476.83,1.618821113,10.91445882,57.08882801,,
Cardium (AB),100062108613W600,,TRhalfway,AB,BOUNDARY LAKE SOUTH,3567.821945,3.3274,0,31.477,0.5,,0.5,4543.9634,53.906,2420.169,0.142,130461.6301,3968.207916,9837.845,13806.05292,138476.83,1.527465559,14.16743868,49.29086687,,
Cardium (AB),100012208613W600,,TRhalfway,AB,BOUNDARY LAKE SOUTH,7597.058513,0,0,1.9791,0.5,,0.5,4596.45684,0.451,6728.988,3.069,3034.773588,92.30769664,82.3075,174.6151966,138476.83,1.08791217,9.711448408,18.3708026,,
Cardium (AB),100022808613W600,,TRhalfway,AB,BOUNDARY LAKE SOUTH,7597.058513,0,0,1.9791,0.5,,0.5,4507.546076,3.715,5536.508,2.736,20568.12722,625.6138696,677.9875,1303.60137,138476.83,1.176668676,6.260281109,13.04464531,,
Cardium (AB),100041106706W600,,TRhalfway,AB,ELMWORTH,106047.1973,0,0,0.001,0.5,,0.5,4715.551332,0.262,111184.517,0.382,29130.34345,886.0479466,47.815,933.8629466,138476.83,0.525206728,3.489294368,3.677591865,,
Cardium (AB),100163607105W600,,TRhalfway,AB,GRANDE PRAIRIE,214702.1958,0,0,0.001,0.5,,0.5,8884.51472,1.723,52552.969,0.22,90548.76559,2754.19162,314.4475,3068.63912,138476.83,0.589919958,2.918453541,3.251654911,,
Cardium (AB),100101908611W600,,TRhalfway,AB,HILL,614.3321306,0,0,0.001,0.5,,0.5,6751.312552,3.843,614.337,2.318,2360.897091,71.81061985,701.3475,773.1581199,138476.83,1.774398864,6.948622623,74.8132242,,
Cardium (AB),100142507611W602,,TRhalfway,AB,POUCE COUPE SOUTH,92390.64443,0,0,0.7012,0.5,,0.5,4101.05,5.376,184782.625,0.168,993391.392,30215.65484,981.12,31196.77484,138476.83,0.524482402,3.258119437,3.363912482,,
Cardium (AB),100080507811W600,,TRhalfway,AB,POUCE COUPE SOUTH,6564.163159,0.1232,0,8.7727,0.5,,0.5,7883.85852,0.42,65718.824,0.098,27601.90608,839.5579766,76.65,916.2079766,138476.83,0.692042828,9.284199801,10.13182907,,
Cardium (AB),100042307710W600,,TRhalfway,AB,PROGRESS,20108.11848,0,0,1.398,0.5,,0.5,6375.000204,0.203,1686007.807,0,342259.5848,10410.3957,37.0475,10447.4432,138476.83,0.581704999,3.906961271,3.920864983,,
Cardium (AB),100132607710W600,,TRhalfway,AB,PROGRESS,6565.116258,0.0117,0,5.1498,0.5,,0.5,6190.288912,18.211,10226.198,0.525,186229.2918,5664.474292,3323.5075,8987.981792,138476.83,0.909972958,6.009527422,9.535487366,,
Cardium (AB),100142707710W600,,TRhalfway,AB,PROGRESS,16138705.33,0,0,1.32,0.25,,0.25,6167.651116,2.764,94468.658,2.299,261111.3707,3971.068763,252.215,4223.283763,138476.83,0.679089144,4.2427897,4.512262547,,
Cardium (AB),100060607308W600,,TRhalfway,AB,WEMBLEY,6565.116258,0.0117,0,5.1498,0.5,,0.5,6198.491012,8.861,24089.857,0.652,213460.2229,6492.748447,1617.1325,8109.880947,138476.83,0.812409369,6.19473305,7.737639606,,
Cardium (AB),100091007309W600,,TRhalfway,AB,WEMBLEY,7473.213366,0.3282,0,2.6718,0.5,,0.5,7175.853248,23.66,30628.173,0,724662.5732,22041.81993,4317.95,26359.76993,138476.83,0.767723689,5.425087983,6.487852252,,
Cardium (AB),100111107309W600,,TRhalfway,AB,WEMBLEY,7473.213366,0.3282,0,2.6718,0.5,,0.5,7329.068476,18.215,14372.824,0.848,261800.9892,7963.113422,3324.2375,11287.35092,138476.83,0.916701241,5.182168913,7.345488625,,
Cardium (AB),102121107309W600,,TRhalfway,AB,WEMBLEY,7473.213366,0.3282,0,2.6718,0.5,,0.5,7334.645904,8.23,45881.054,1.51,377601.0744,11485.36601,1501.975,12987.34101,138476.83,0.734555421,5.308681787,6.002913675,,
Cardium (AB),100100707309W600,,TRhalfway;TRdoig,AB,WEMBLEY,7473.213366,0.3282,0,2.6718,0.5,,0.5,7225.393932,15.623,29378.665,0.295,458982.8833,13960.72937,2851.1975,16811.92687,22680.35465,0.669521771,4.775023972,5.750226345,,
Cardium (AB),100152307310W600,,TRhalfway;TRdoig,AB,WEMBLEY,251127.383,0.0276,0,22.3442,0.5,,0.5,7775.5908,0.414,460025.633,0,190450.6121,5792.872785,75.555,5868.427785,22680.35465,0.752522373,20.32680581,20.59192329,,
Cardium (AB),100080407620W500,,TRmntny_L,AB,GIROUXVILLE EAST,251127.383,0.0276,0,22.3442,0.5,,0.5,8398.9504,1.161,67475.565,0.009,78339.13097,2382.815234,211.8825,2594.697734,115384.0884,0.781143658,20.15827453,21.95077004,,
Cardium (AB),100090407620W500,,TRmntny_L,AB,GIROUXVILLE EAST,5412.828245,0.1557,0.003,8.8128,0.333,,0.333,3457.677276,2.487,18244.64,2.954,45374.41968,919.1723067,302.282415,1221.454722,115384.0884,1.034296,9.875870188,13.1236855,,
Cardium (AB),100121507620W500,,TRmntny_L,AB,GIROUXVILLE EAST,5412.828245,0.1557,0.003,8.8128,0.5,,0.5,3468.175964,0.61,145599.816,6.305,88815.88776,2701.483253,111.325,2812.808253,115384.0884,0.777893086,10.72004369,11.16180429,,
Cardium (AB),100032107620W500,,TRmntny_L,AB,GIROUXVILLE EAST,57598.82735,0,0,0.001,0.5,,0.5,3516.732396,0.786,57599.244,5.68,45273.00578,1377.053926,143.445,1520.498926,115384.0884,0.715552248,4.321273492,4.771412056,,
Cardium (AB),100132107620W500,,TRmntny_L,AB,GIROUXVILLE EAST,1356447.202,0,0,0.001,0.5,,0.5,4117.4542,0.434,65459.496,0,28409.42126,864.1198967,79.205,943.3248967,115384.0884,0.651068623,4.22130596,4.608229742,,
Cardium (AB),100043007620W500,,TRmntny_L,AB,GIROUXVILLE EAST,1356447.202,0,0,0.001,0.5,,0.5,3461.614284,0.434,117461.696,8.881,50978.37606,1550.592272,79.205,1629.797272,115384.0884,0.689913699,3.719785716,3.909794162,,
Cardium (AB),100122307621W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3340.551288,6.004,8376.827,3.99,50294.46931,1529.790108,1095.73,2625.520108,115384.0884,1.041317699,4.741906683,8.138352628,,
Cardium (AB),100132307621W500,,TRmntny_L,AB,GIROUXVILLE EAST,5412.828245,0.1557,0.003,8.8128,0.5,,0.5,3347.441052,1.723,9679.628,40.472,16677.99904,507.2891375,314.4475,821.7366375,115384.0884,1.096868258,9.7406521,15.77847841,,
Cardium (AB),100162707621W500,,TRmntny_L,AB,GIROUXVILLE EAST,5412.828245,0.1557,0.003,8.8128,0.5,,0.5,3340.551288,2.254,13967.903,52.8,31483.65336,957.6277897,411.355,1368.98279,115384.0884,1.04709651,9.78579884,13.98934987,,
Cardium (AB),100133107621W500,,TRmntny_L,AB,GIROUXVILLE EAST,5412.828245,0.1557,0.003,8.8128,0.5,,0.5,3262.79538,9.447,6096.005,17.047,57588.95924,1751.664177,1724.0775,3475.741677,115384.0884,1.342739562,8.612491109,17.08934548,,
Cardium (AB),100033207621W502,,TRmntny_L,AB,GIROUXVILLE EAST,5412.828245,0.1557,0.003,8.8128,0.5,,0.5,3230.315064,9.495,16530.051,27.636,156952.8342,4773.98204,1732.8375,6506.81954,115384.0884,1.024300044,9.414930135,12.8323171,,
Cardium (AB),100133407621W500,,TRmntny_L,AB,GIROUXVILLE EAST,5412.828245,0.1557,0.003,8.8128,0.5,,0.5,3239.501416,1.11,37750.563,19.447,41903.12493,1274.553383,202.575,1477.128383,115384.0884,0.756186561,9.408971474,10.90441484,,
Cardium (AB),100133507621W500,,TRmntny_L,AB,GIROUXVILLE EAST,37719.74893,0,0,0.001,0.5,,0.5,3229.002728,1.651,37720.022,5.67,62275.75632,1894.220921,301.3075,2195.528421,115384.0884,0.802429424,4.097956694,4.749805205,,
Cardium (AB),100153507621W500,,TRmntny_L,AB,GIROUXVILLE EAST,453726.6449,0,0,0.001,0.5,,0.5,3233.26782,0.362,154429.156,5.61,55903.35447,1700.393698,66.065,1766.458698,115384.0884,0.692609709,3.894645646,4.045963405,,
Cardium (AB),100023607621W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3379.2652,0.134,367830.473,5.667,49289.28338,1499.215703,24.455,1523.670703,115384.0884,0.576647024,3.870117004,3.933245819,,
Cardium (AB),100121407720W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3255.577532,0.331,278918.613,5.604,92322.0609,2808.129352,60.4075,2868.536852,115384.0884,0.626536816,4.009233392,4.095478624,,
Cardium (AB),100130107721W502,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3106.95548,3.35,17178.93,2.104,57549.4155,1750.461388,611.375,2361.836388,115384.0884,0.9210308,4.420317473,5.964179916,,
Cardium (AB),100110207721W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3357.283572,0.114,311697.226,5.758,35533.48376,1080.810131,20.805,1101.615131,115384.0884,0.666430949,4.361075614,4.445023919,,
Cardium (AB),100100307721W500,,TRmntny_L,AB,GIROUXVILLE EAST,453726.6449,0,0,0.001,0.5,,0.5,3221.128712,0.097,1576107.815,6.786,152882.4581,4650.174767,17.7025,4667.877267,115384.0884,0.600708833,4.008397847,4.023657201,,
Cardium (AB),100140307721W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3217.847872,3.87,11289.263,2.962,43689.44781,1328.887371,706.275,2035.162371,115384.0884,1.065050695,4.762238613,7.293265809,,
Cardium (AB),100070407721W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3181.102464,0.944,26966.634,3.763,25456.5025,774.301951,172.28,946.581951,115384.0884,0.858044143,4.642487366,5.67542771,,
Cardium (AB),102141107721W500,,TRmntny_L,AB,GIROUXVILLE EAST,60119.72691,0,0,0.001,0.5,,0.5,3182.742884,1.51,60120.162,18.32,90781.44462,2761.268941,275.575,3036.843941,115384.0884,0.701285969,4.082811245,4.490276339,,
Cardium (AB),100121207721W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3281.824252,0.572,79551.915,5.633,45503.69538,1384.070734,104.39,1488.460734,115384.0884,0.729054335,3.835179867,4.124438513,,
Cardium (AB),102151607721W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3864.82952,0.121,57108.843,5.514,6910.170003,210.1843376,22.0825,232.2668376,115384.0884,0.684588868,6.151691799,6.798004154,,
Cardium (AB),100152007721W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3953.4122,0.131,231529.753,6.605,30330.39764,922.5495949,23.9075,946.4570949,115384.0884,0.626549761,3.876652205,3.977114081,,
Cardium (AB),102032107721W500,,TRmntny_L,AB,GIROUXVILLE EAST,27838.80694,0,0,0.001,0.5,,0.5,3132.874116,2.695,7624.988,6.645,20549.34266,625.0425059,491.8375,1116.880006,115384.0884,1.226529508,5.120387691,9.149551559,,
Cardium (AB),100161707922W500,,TRmntny_L,AB,NORMANDVILLE,161840.1658,0,0,0.001,0.5,,0.5,3139.107712,1.024,161841.336,9,165725.5281,5040.818146,186.88,5227.698146,115384.0884,0.603662305,3.545977216,3.67743846,,
Cardium (AB),100090807821W500,,TRmntny_L,AB,ROXANA,10017.344,0,0,4.9047,0.5,,0.5,2895.3413,10.157,5256.455,8.568,53389.81344,1623.940159,1853.6525,3477.592659,115384.0884,1.386252241,6.375299107,13.65240785,,
Cardium (AB),100150907821W500,,TRmntny_L,AB,ROXANA,12411.98425,0,0,0.001,0.5,,0.5,3148.622148,2.554,17025.751,1.188,43483.76805,1322.631278,466.105,1788.736278,115384.0884,0.884569158,4.233194501,5.725003409,,
Cardium (AB),100011407821W500,,TRmntny_L,AB,ROXANA,12411.98425,0,0,0.001,0.5,,0.5,3148.622148,2.168,68839.512,1.679,149244.062,4539.506886,395.66,4935.166886,115384.0884,0.647241664,3.694925502,4.016972425,,
Cardium (AB),100162307821W500,,TRmntny_L,AB,ROXANA,4193.310304,0.8551,0.002,5.729,0.5,,0.5,2988.189072,5.773,11306.363,26.131,65271.6336,1985.345522,1053.5725,3038.918022,115384.0884,1.102785101,7.751515026,11.86504739,,
Cardium (AB),100062407821W500,,TRmntny_L,AB,ROXANA,4193.310304,0.8551,0.002,5.729,0.5,,0.5,2979.00272,17.784,3388.366,13.897,60258.70094,1832.86882,3245.58,5078.44882,115384.0884,1.489648931,7.207198223,19.96945276,,
Cardium (AB),100162407821W500,,TRmntny_L,AB,ROXANA,4193.310304,0.8551,0.002,5.729,0.5,,0.5,2961.942352,9.395,4535.372,10.52,42609.81994,1296.04869,1714.5875,3010.63619,115384.0884,1.320864812,7.399544677,17.18865747,,
Cardium (AB),100100308124W500,,TRmntny_L,AB,TANGENT,12411.98425,0,0,0.001,0.5,,0.5,2949.147076,15.854,4063.286,6.477,64419.33624,1959.421477,2893.355,4852.776477,115384.0884,1.459545948,5.382825722,13.3313074,,
Cardium (AB),100090508124W500,,TRmntny_L,AB,TANGENT,10056.97627,0,0,4.4773,0.5,,0.5,2897.965972,2.244,3346.356,22.783,7509.222864,228.4055288,409.53,637.9355288,115384.0884,1.497407083,7.647387174,21.35911511,,
Cardium (AB),102160508124W500,,TRmntny_L,AB,TANGENT,10056.97627,0,0,4.4773,0.5,,0.5,3101.706136,3.557,16865.662,10.221,59991.15973,1824.731108,649.1525,2473.883608,115384.0884,1.004642037,6.519655419,8.839038584,,
Cardium (AB),100090708124W500,,TRmntny_L,AB,TANGENT,10056.97627,0,0,4.4773,0.5,,0.5,2897.309804,15.43,20638.826,8.097,318457.0852,9686.403008,2815.975,12502.37801,115384.0884,1.032926996,6.933308722,8.948920091,,
Cardium (AB),100060808124W500,,TRmntny_L,AB,TANGENT,10056.97627,0,0,4.4773,0.5,,0.5,2889.107704,21.196,17379.801,6.882,368382.262,11204.96047,3868.27,15073.23047,115384.0884,1.028610375,6.814519956,9.167085428,,
Cardium (AB),100103006524W500,,TRmontney,AB,ANTE CREEK NORTH,10056.97627,0,0,4.4773,0.5,,0.5,2881.889856,5.321,69422.906,39.284,369399.2828,11235.89485,971.0825,12206.97735,35665462.8,0.698327477,6.80885992,7.397327933,,
Cardium (AB),100153106524W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,7034.12096,1.496,17594.243,0.276,26320.98753,800.596704,273.02,1073.616704,35665462.8,0.936749727,8.201401406,10.99824856,,
Cardium (AB),102163106524W502,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,6814.960848,3.781,32224.004,0.329,121838.9591,3705.935006,690.0325,4395.967506,35665462.8,0.97073815,8.049357931,9.548121014,,
Cardium (AB),100163506524W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,6808.727252,13.576,18524.442,0.425,251487.8246,7649.421332,2477.62,10127.04133,35665462.8,0.982861319,7.464990994,9.882874672,,
Cardium (AB),100051306525W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,7033.792876,6.528,15975.322,3.199,104286.902,3172.059936,1191.36,4363.419936,35665462.8,1.038323634,7.524673487,10.35078497,,
Cardium (AB),100063306525W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,7288.057976,2.278,24378.212,3.576,55533.56694,1689.145994,415.735,2104.880994,35665462.8,0.852882843,7.800869999,9.720831151,,
Cardium (AB),100093406525W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,7223.425428,30.077,56357.358,2.373,1695060.257,51558.08282,5489.0525,57047.13532,35665462.8,0.739798759,7.714992795,8.536357713,,
Cardium (AB),102093406525W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,6829.396544,26.321,11782.864,0.498,310136.7633,9433.32655,4803.5825,14236.90905,35665462.8,1.113337812,7.674482988,11.58243762,,
Cardium (AB),102021906624W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,6837.926728,11.639,28781.439,0.345,334987.1685,10189.19304,2124.1175,12313.31054,35665462.8,0.863070717,6.480112705,7.831006808,,
Cardium (AB),100041906624W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6473.753488,7.458,16488.445,0.632,122970.8228,3740.362527,1361.085,5101.447527,35665462.8,0.89436017,5.803401021,7.91520757,,
Cardium (AB),100141906624W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6680.118324,3.298,5010.342,0.289,16524.10792,502.6082826,601.885,1104.493283,35665462.8,1.19917928,6.363354668,13.98361851,,
Cardium (AB),102052706624W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6662.401788,4.749,26068.523,0.388,123799.4157,3765.565561,866.6925,4632.258061,35665462.8,0.846482759,5.646269923,6.945830299,,
Cardium (AB),100042906624W500,,TRmontney,AB,ANTE CREEK NORTH,6111.614321,0.0546,0,6.6317,0.5,,0.5,6412.729864,20.393,21210.732,2.785,432550.4577,13156.74309,3721.7225,16878.46559,35665462.8,0.824987944,7.247055076,9.297070627,,
Cardium (AB),100132906624W500,,TRmontney,AB,ANTE CREEK NORTH,75018.30794,0,0,3.0422,0.5,,0.5,6564.96084,4.201,47390.454,1.071,199087.2973,6055.57196,766.6825,6822.25446,35665462.8,0.758710376,5.494414151,6.190049709,,
Cardium (AB),100083006624W500,,TRmontney,AB,ANTE CREEK NORTH,75018.30794,0,0,3.0422,0.5,,0.5,6512.139316,2.836,42440.625,0.539,120361.6125,3660.999047,517.57,4178.569047,35665462.8,0.769486957,5.329907967,6.083418261,,
Cardium (AB),100013306624W500,,TRmontney,AB,ANTE CREEK NORTH,28891.50367,0,0,0.2842,0.5,,0.5,6343.176056,7.896,57783.425,0.47,456257.9238,13877.84518,1441.02,15318.86518,35665462.8,0.707835939,3.599545316,3.973307721,,
Cardium (AB),103160306625W500,,TRmontney,AB,ANTE CREEK NORTH,11312.97235,0,0,4.558,0.5,,0.5,6246.391276,27.493,14035.528,1.326,385878.7713,11737.14596,5017.4725,16754.61846,35665462.8,1.000582771,6.353345673,9.069315748,,
Cardium (AB),102051006625W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6791.994968,9.392,21803.321,0.422,204776.7908,6228.627387,1714.04,7942.667387,35665462.8,1.025775993,6.058363641,7.725549197,,
Cardium (AB),100111006625W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,6822.834864,0.424,17209.08,3.073,7296.64992,221.9397684,77.38,299.3197684,35665462.8,0.894616563,10.12336067,13.65290229,,
Cardium (AB),100091306625W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6884.514656,33.276,9714.973,4.346,323275.4415,9832.961346,6072.87,15905.83135,35665462.8,1.069842189,5.94235086,9.612366738,,
Cardium (AB),102072206625W500,,TRmontney,AB,ANTE CREEK NORTH,9470.356284,0.0923,0,6.988,0.5,,0.5,6574.475276,6.665,18957.371,0.996,126350.8777,3843.17253,1216.3625,5059.53503,35665462.8,0.951535035,7.910783232,10.41454282,,
Cardium (AB),100022406625W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6631.561892,35.185,12357.253,4.421,434789.9468,13224.86088,6421.2625,19646.12338,35665462.8,1.091839852,5.757487608,8.553005807,,
Cardium (AB),100062406625W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6725.722,0.024,20854.353,0.429,500.504472,15.22367769,4.38,19.60367769,35665462.8,0.813986901,36.6937167,47.25085555,,
Cardium (AB),100082506625W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6692.9136,5.035,10276.201,0.165,51740.67204,1573.778775,918.8875,2492.666275,35665462.8,1.02591782,6.125439506,9.701920448,,
Cardium (AB),100102506625W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6660.1052,4.108,59608.378,0.634,244871.2168,7448.166178,749.71,8197.876178,35665462.8,0.641948785,5.409897793,5.954441829,,
Cardium (AB),100083606625W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6436.023828,4.604,32469.055,1.458,149487.5292,4546.912347,840.23,5387.142347,35665462.8,0.796663943,5.645392181,6.688611735,,
Cardium (AB),100041806723W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6551.83748,1.706,132811.602,2.345,226576.593,6891.704704,311.345,7203.049704,35665462.8,0.613803854,5.512902088,5.761957231,,
Cardium (AB),100010306724W500,,TRmontney,AB,ANTE CREEK NORTH,114520.3291,0,0,2.6788,0.5,,0.5,6345.14456,0.669,114521.157,1.216,76614.65403,2330.362393,122.0925,2452.454893,35665462.8,0.594930175,5.211403256,5.484439439,,
Cardium (AB),100160306724W500,,TRmontney,AB,ANTE CREEK NORTH,11312.97235,0,0,4.558,0.5,,0.5,6200.7876,1.761,5219.082,0.714,9190.803402,279.5536035,321.3825,600.9361035,35665462.8,1.304761415,7.425883987,15.96288416,,
Cardium (AB),100050406724W500,,TRmontney,AB,ANTE CREEK NORTH,11312.97235,0,0,4.558,0.5,,0.5,6163.386024,3.512,68218.623,1.705,239583.804,7287.340705,640.94,7928.280705,35665462.8,0.793175326,6.698302142,7.287434714,,
Cardium (AB),100130406724W500,,TRmontney,AB,ANTE CREEK NORTH,11312.97235,0,0,4.558,0.5,,0.5,6247.047444,5.659,117168.715,1.151,663057.7582,20168.00681,1032.7675,21200.77431,35665462.8,0.638577077,6.343588584,6.668432392,,
Cardium (AB),100020506724W500,,TRmontney,AB,ANTE CREEK NORTH,11312.97235,0,0,4.558,0.5,,0.5,6167.9792,5.204,48973.733,2.217,254859.3065,7751.970573,949.73,8701.700573,35665462.8,0.75843084,6.450321686,7.240580622,,
Cardium (AB),100110506724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6463.2548,2.537,105716.834,0.137,268203.6079,8157.85974,463.0025,8620.86224,35665462.8,0.636056488,5.597211983,5.914883924,,
Cardium (AB),100120506724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6223.75348,5.256,25768.406,1.523,135438.7419,4119.595066,959.22,5078.815066,35665462.8,0.828306302,5.456730002,6.727292877,,
Cardium (AB),100160506724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6227.03432,3.798,49003.216,1.299,186114.2144,5660.974021,693.135,6354.109021,35665462.8,0.696441444,5.646150252,6.337470216,,
Cardium (AB),100030806724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6201.771852,13.265,38301.749,0.516,508072.7005,15453.87797,2420.8625,17874.74047,35665462.8,0.78893408,5.37906883,6.221704319,,
Cardium (AB),100020906724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6197.178676,12.587,12531.456,0.49,157733.4367,4797.725366,2297.1275,7094.852866,35665462.8,0.929956592,5.749414139,8.502205581,,
Cardium (AB),103020906724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6185.695736,2.785,17788.938,1.41,49542.19233,1506.90835,508.2625,2015.17085,35665462.8,0.912326301,6.068122427,8.114828901,,
Cardium (AB),102030906724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6180.118308,1.578,12332.579,0.1,19460.80966,591.9329605,287.985,879.9179605,35665462.8,0.940570589,6.388178269,9.49613076,,
Cardium (AB),104030906724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6157.808596,7.186,13693.243,0.924,98399.6442,2992.989178,1311.445,4304.434178,35665462.8,0.876928974,5.733964167,8.246428526,,
Cardium (AB),102040906724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6172.244292,3.919,8775.025,0.43,34389.32298,1046.008574,715.2175,1761.226074,35665462.8,1.01027658,5.991154824,10.08765927,,
Cardium (AB),100091206724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6186.351904,19.087,13769.944,1.236,262826.9211,7994.31885,3483.3775,11477.69635,35665462.8,0.891560911,5.711264042,8.199842373,,
Cardium (AB),102071306724W500,,TRmontney,AB,ANTE CREEK NORTH,8358.177461,0.6244,0,2.6486,0.5,,0.5,6166.010696,3.54,74378.859,6.337,263301.1609,8008.743644,646.05,8654.793644,35665462.8,0.720567442,5.655403548,6.111614113,,
Cardium (AB),100131406724W500,,TRmontney,AB,ANTE CREEK NORTH,183153.0462,0,0,1.8302,0.5,,0.5,6159.449016,1.155,183154.371,2.97,211543.2985,6434.441996,210.7875,6645.229496,35665462.8,0.643543484,4.552026959,4.701147952,,
